State,Total_Expenses,Product,Sales,Market_Size,Profit,Market,Marketing,Product_Type,Inventory,Type
Illinois,38.0,Lemon,190.0,Major Market,92.0,Central,25,Herbal Tea,593.0,Decaf
Illinois,33.0,Mint,211.0,Major Market,125.0,Central,22,Herbal Tea,984.0,Decaf
Illinois,33.0,Darjeeling,201.0,Major Market,117.0,Central,21,Tea,449.0,Regular
Illinois,33.0,Darjeeling,211.0,Major Market,125.0,Central,22,Tea,441.0,Regular
Illinois,25.0,Darjeeling,131.0,Major Market,71.0,Central,14,Tea,589.0,Regular
Illinois,54.0,Earl Grey,180.0,Major Market,54.0,Central,23,Tea,558.0,Regular
Illinois,55.0,Earl Grey,201.0,Major Market,88.0,Central,24,Tea,549.0,Regular
Illinois,54.0,Earl Grey,179.0,Major Market,70.0,Central,22,Tea,677.0,Regular
Illinois,94.0,Columbian,391.0,Major Market,177.0,Central,50,Coffee,829.0,Regular
Illinois,55.0,Decaf Irish Cream,271.0,Major Market,141.0,Central,33,Coffee,596.0,Decaf
Illinois,119.0,Caffe Mocha,612.0,Major Market,230.0,Central,86,Espresso,1433.0,Regular
Illinois,111.0,Caffe Mocha,607.0,Major Market,317.0,Central,86,Espresso,1433.0,Regular
Illinois,113.0,Caffe Mocha,628.0,Major Market,333.0,Central,89,Espresso,1616.0,Regular
Illinois,121.0,Caffe Mocha,681.0,Major Market,362.0,Central,97,Espresso,1714.0,Regular
Illinois,91.0,Decaf Espresso,478.0,Major Market,148.0,Central,66,Espresso,1417.0,Decaf
Illinois,92.0,Decaf Espresso,510.0,Major Market,218.0,Central,63,Espresso,1459.0,Decaf
Illinois,89.0,Decaf Espresso,516.0,Major Market,228.0,Central,72,Espresso,1559.0,Decaf
Illinois,94.0,Decaf Espresso,531.0,Major Market,230.0,Central,69,Espresso,1775.0,Decaf
Illinois,90.0,Decaf Espresso,509.0,Major Market,221.0,Central,66,Espresso,1755.0,Decaf
Illinois,94.0,Decaf Espresso,534.0,Major Market,233.0,Central,70,Espresso,1820.0,Decaf
Illinois,40.0,Chamomile,256.0,Major Market,112.0,Central,29,Herbal Tea,821.0,Decaf
Illinois,37.0,Chamomile,245.0,Major Market,148.0,Central,24,Herbal Tea,777.0,Decaf
Illinois,37.0,Chamomile,254.0,Major Market,155.0,Central,29,Herbal Tea,821.0,Decaf
Illinois,39.0,Lemon,190.0,Major Market,68.0,Central,27,Herbal Tea,613.0,Decaf
Illinois,25.0,Lemon,92.0,Major Market,27.0,Central,13,Herbal Tea,536.0,Decaf
Illinois,27.0,Lemon,99.0,Major Market,29.0,Central,14,Herbal Tea,531.0,Decaf
Illinois,41.0,Lemon,213.0,Major Market,106.0,Central,27,Herbal Tea,623.0,Decaf
Illinois,39.0,Lemon,202.0,Major Market,101.0,Central,27,Herbal Tea,613.0,Decaf
Illinois,36.0,Lemon,188.0,Major Market,94.0,Central,27,Herbal Tea,584.0,Decaf
Illinois,37.0,Lemon,188.0,Major Market,92.0,Central,27,Herbal Tea,574.0,Decaf
Illinois,37.0,Lemon,197.0,Major Market,99.0,Central,28,Herbal Tea,564.0,Decaf
Illinois,38.0,Mint,234.0,Major Market,101.0,Central,26,Herbal Tea,821.0,Decaf
Illinois,37.0,Mint,234.0,Major Market,102.0,Central,26,Herbal Tea,799.0,Decaf
Illinois,40.0,Mint,256.0,Major Market,112.0,Central,29,Herbal Tea,871.0,Decaf
Illinois,39.0,Mint,245.0,Major Market,106.0,Central,28,Herbal Tea,981.0,Decaf
Illinois,39.0,Mint,261.0,Major Market,157.0,Central,28,Herbal Tea,981.0,Decaf
Illinois,55.0,Earl Grey,180.0,Major Market,53.0,Central,23,Tea,541.0,Regular
Illinois,50.0,Earl Grey,150.0,Major Market,40.0,Central,19,Tea,656.0,Regular
Illinois,53.0,Earl Grey,181.0,Major Market,73.0,Central,22,Tea,559.0,Regular
Illinois,111.0,Columbian,478.0,Major Market,167.0,Central,66,Coffee,1095.0,Regular
Illinois,93.0,Columbian,367.0,Major Market,120.0,Central,50,Coffee,1132.0,Regular
Illinois,100.0,Columbian,412.0,Major Market,139.0,Central,57,Coffee,1150.0,Regular
Illinois,94.0,Columbian,386.0,Major Market,173.0,Central,47,Coffee,862.0,Regular
Illinois,113.0,Columbian,562.0,Major Market,287.0,Central,78,Coffee,1190.0,Regular
Illinois,93.0,Columbian,391.0,Major Market,178.0,Central,50,Coffee,1132.0,Regular
Illinois,100.0,Columbian,439.0,Major Market,206.0,Central,57,Coffee,1150.0,Regular
Illinois,61.0,Decaf Irish Cream,298.0,Major Market,115.0,Central,39,Coffee,789.0,Decaf
Illinois,59.0,Decaf Irish Cream,278.0,Major Market,106.0,Central,36,Coffee,803.0,Decaf
Illinois,56.0,Decaf Irish Cream,285.0,Major Market,151.0,Central,34,Coffee,585.0,Decaf
Illinois,64.0,Decaf Irish Cream,342.0,Major Market,186.0,Central,45,Coffee,764.0,Decaf
Illinois,61.0,Decaf Irish Cream,318.0,Major Market,171.0,Central,39,Coffee,789.0,Decaf
Illinois,117.0,Caffe Mocha,598.0,Major Market,224.0,Central,84,Espresso,1662.0,Regular
Illinois,113.0,Caffe Mocha,576.0,Major Market,216.0,Central,81,Espresso,1744.0,Regular
Illinois,110.0,Caffe Mocha,581.0,Major Market,298.0,Central,77,Espresso,1282.0,Regular
Illinois,90.0,Decaf Espresso,509.0,Major Market,221.0,Central,66,Espresso,1464.0,Decaf
Illinois,91.0,Decaf Espresso,527.0,Major Market,232.0,Central,74,Espresso,1819.0,Decaf
Illinois,39.0,Chamomile,243.0,Major Market,105.0,Central,27,Herbal Tea,766.0,Decaf
Illinois,43.0,Chamomile,298.0,Major Market,182.0,Central,34,Herbal Tea,941.0,Decaf
Illinois,46.0,Mint,312.0,Major Market,139.0,Central,35,Herbal Tea,1007.0,Decaf
Illinois,41.0,Mint,265.0,Major Market,116.0,Central,30,Herbal Tea,971.0,Decaf
Illinois,38.0,Mint,247.0,Major Market,147.0,Central,26,Herbal Tea,809.0,Decaf
Illinois,39.0,Mint,261.0,Major Market,157.0,Central,28,Herbal Tea,822.0,Decaf
Illinois,41.0,Mint,282.0,Major Market,172.0,Central,30,Herbal Tea,971.0,Decaf
Illinois,33.0,Darjeeling,198.0,Major Market,84.0,Central,22,Tea,441.0,Regular
Illinois,34.0,Darjeeling,198.0,Major Market,83.0,Central,22,Tea,460.0,Regular
Illinois,37.0,Darjeeling,230.0,Major Market,99.0,Central,26,Tea,608.0,Regular
Illinois,34.0,Darjeeling,199.0,Major Market,84.0,Central,22,Tea,588.0,Regular
Illinois,33.0,Darjeeling,199.0,Major Market,116.0,Central,21,Tea,580.0,Regular
Illinois,52.0,Earl Grey,160.0,Major Market,44.0,Central,21,Tea,593.0,Regular
Illinois,48.0,Earl Grey,131.0,Major Market,31.0,Central,17,Tea,668.0,Regular
Illinois,57.0,Earl Grey,201.0,Major Market,84.0,Central,23,Tea,558.0,Regular
Illinois,55.0,Earl Grey,192.0,Major Market,79.0,Central,23,Tea,541.0,Regular
Illinois,46.0,Earl Grey,130.0,Major Market,41.0,Central,17,Tea,662.0,Regular
Illinois,55.0,Earl Grey,194.0,Major Market,82.0,Central,23,Tea,650.0,Regular
Illinois,108.0,Columbian,467.0,Major Market,163.0,Central,64,Coffee,1167.0,Regular
Illinois,116.0,Columbian,534.0,Major Market,194.0,Central,73,Coffee,1191.0,Regular
Illinois,55.0,Decaf Irish Cream,254.0,Major Market,95.0,Central,33,Coffee,596.0,Decaf
Illinois,59.0,Decaf Irish Cream,309.0,Major Market,168.0,Central,40,Coffee,671.0,Decaf
Illinois,67.0,Decaf Irish Cream,373.0,Major Market,207.0,Central,49,Coffee,833.0,Decaf
Illinois,61.0,Decaf Irish Cream,318.0,Major Market,171.0,Central,39,Coffee,801.0,Decaf
Illinois,59.0,Decaf Irish Cream,296.0,Major Market,157.0,Central,36,Coffee,803.0,Decaf
Illinois,99.0,Decaf Espresso,532.0,Major Market,167.0,Central,74,Espresso,1797.0,Decaf
Illinois,83.0,Decaf Espresso,423.0,Major Market,129.0,Central,59,Espresso,1778.0,Decaf
Illinois,92.0,Decaf Espresso,527.0,Major Market,230.0,Central,74,Espresso,1797.0,Decaf
Illinois,83.0,Decaf Espresso,451.0,Major Market,191.0,Central,59,Espresso,1778.0,Decaf
Illinois,37.0,Chamomile,238.0,Major Market,141.0,Central,25,Herbal Tea,777.0,Decaf
Illinois,29.0,Lemon,120.0,Major Market,39.0,Central,17,Herbal Tea,554.0,Decaf
Illinois,38.0,Mint,232.0,Major Market,99.0,Central,26,Herbal Tea,809.0,Decaf
Illinois,36.0,Darjeeling,210.0,Major Market,88.0,Central,24,Tea,499.0,Regular
Illinois,25.0,Darjeeling,123.0,Major Market,48.0,Central,14,Tea,589.0,Regular
Illinois,33.0,Darjeeling,208.0,Major Market,121.0,Central,24,Tea,499.0,Regular
Illinois,55.0,Earl Grey,182.0,Major Market,55.0,Central,23,Tea,650.0,Regular
Iowa,16.0,Amaretto,45.0,Small Market,11.0,Central,5,Coffee,821.0,Regular
Iowa,19.0,Amaretto,61.0,Small Market,17.0,Central,7,Coffee,854.0,Regular
Iowa,16.0,Amaretto,48.0,Small Market,13.0,Central,5,Coffee,848.0,Regular
Iowa,17.0,Amaretto,48.0,Small Market,15.0,Central,5,Coffee,818.0,Regular
Iowa,16.0,Amaretto,49.0,Small Market,17.0,Central,5,Coffee,829.0,Regular
Iowa,16.0,Amaretto,57.0,Small Market,25.0,Central,6,Coffee,843.0,Regular
Iowa,18.0,Amaretto,62.0,Small Market,26.0,Central,7,Coffee,851.0,Regular
Iowa,16.0,Amaretto,51.0,Small Market,19.0,Central,5,Coffee,848.0,Regular
Iowa,29.0,Columbian,63.0,Small Market,6.0,Central,8,Coffee,961.0,Regular
Iowa,32.0,Columbian,72.0,Small Market,7.0,Central,10,Coffee,1003.0,Regular
Iowa,30.0,Columbian,65.0,Small Market,4.0,Central,8,Coffee,964.0,Regular
Iowa,30.0,Columbian,74.0,Small Market,12.0,Central,10,Coffee,1010.0,Regular
Iowa,32.0,Columbian,89.0,Small Market,21.0,Central,12,Coffee,1007.0,Regular
Iowa,19.0,Decaf Irish Cream,49.0,Small Market,9.0,Central,6,Coffee,614.0,Decaf
Iowa,15.0,Decaf Irish Cream,24.0,Small Market,-1.0,Central,3,Coffee,594.0,Decaf
Iowa,19.0,Decaf Irish Cream,58.0,Small Market,18.0,Central,7,Coffee,617.0,Decaf
Iowa,17.0,Decaf Irish Cream,37.0,Small Market,4.0,Central,4,Coffee,600.0,Decaf
Iowa,16.0,Decaf Irish Cream,25.0,Small Market,-4.0,Central,3,Coffee,596.0,Decaf
Iowa,17.0,Caffe Mocha,47.0,Small Market,11.0,Central,5,Espresso,774.0,Regular
Iowa,17.0,Caffe Mocha,49.0,Small Market,12.0,Central,5,Espresso,784.0,Regular
Iowa,17.0,Caffe Mocha,58.0,Small Market,18.0,Central,6,Espresso,800.0,Regular
Iowa,17.0,Caffe Mocha,62.0,Small Market,27.0,Central,6,Espresso,803.0,Regular
Iowa,12.0,Decaf Espresso,43.0,Small Market,31.0,Central,0,Espresso,602.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,32.0,Central,0,Espresso,473.0,Decaf
Iowa,11.0,Decaf Espresso,46.0,Small Market,47.0,Central,0,Espresso,774.0,Decaf
Iowa,129.0,Chamomile,678.0,Small Market,258.0,Central,96,Herbal Tea,1742.0,Decaf
Iowa,110.0,Chamomile,607.0,Small Market,319.0,Central,86,Herbal Tea,1433.0,Decaf
Iowa,116.0,Chamomile,628.0,Small Market,326.0,Central,83,Herbal Tea,1686.0,Decaf
Iowa,117.0,Chamomile,637.0,Small Market,332.0,Central,84,Herbal Tea,1662.0,Decaf
Iowa,56.0,Lemon,267.0,Small Market,102.0,Central,34,Herbal Tea,585.0,Decaf
Iowa,63.0,Lemon,301.0,Small Market,115.0,Central,39,Herbal Tea,611.0,Decaf
Iowa,68.0,Lemon,345.0,Small Market,136.0,Central,45,Herbal Tea,764.0,Decaf
Iowa,72.0,Lemon,376.0,Small Market,150.0,Central,49,Herbal Tea,833.0,Decaf
Iowa,62.0,Lemon,312.0,Small Market,123.0,Central,40,Herbal Tea,830.0,Decaf
Iowa,63.0,Lemon,321.0,Small Market,171.0,Central,39,Herbal Tea,611.0,Decaf
Iowa,91.0,Darjeeling,478.0,Small Market,148.0,Central,66,Tea,1464.0,Regular
Iowa,91.0,Darjeeling,510.0,Small Market,220.0,Central,63,Tea,1459.0,Regular
Iowa,89.0,Darjeeling,516.0,Small Market,228.0,Central,72,Tea,1559.0,Regular
Iowa,92.0,Darjeeling,527.0,Small Market,230.0,Central,74,Tea,1797.0,Regular
Iowa,126.0,Earl Grey,546.0,Small Market,175.0,Central,93,Tea,1419.0,Regular
Iowa,135.0,Earl Grey,602.0,Small Market,197.0,Central,102,Tea,1834.0,Regular
Iowa,127.0,Earl Grey,545.0,Small Market,173.0,Central,93,Tea,1784.0,Regular
Iowa,17.0,Amaretto,47.0,Small Market,11.0,Central,5,Coffee,820.0,Regular
Iowa,17.0,Amaretto,50.0,Small Market,16.0,Central,5,Coffee,820.0,Regular
Iowa,16.0,Amaretto,55.0,Small Market,22.0,Central,5,Coffee,846.0,Regular
Iowa,30.0,Columbian,61.0,Small Market,3.0,Central,8,Coffee,964.0,Regular
Iowa,30.0,Columbian,68.0,Small Market,7.0,Central,9,Coffee,976.0,Regular
Iowa,30.0,Columbian,68.0,Small Market,7.0,Central,9,Coffee,1000.0,Regular
Iowa,29.0,Columbian,67.0,Small Market,9.0,Central,8,Coffee,958.0,Regular
Iowa,32.0,Columbian,77.0,Small Market,10.0,Central,10,Coffee,1003.0,Regular
Iowa,30.0,Columbian,72.0,Small Market,10.0,Central,9,Coffee,1000.0,Regular
Iowa,30.0,Columbian,68.0,Small Market,7.0,Central,8,Coffee,1003.0,Regular
Iowa,19.0,Decaf Irish Cream,52.0,Small Market,11.0,Central,7,Coffee,611.0,Decaf
Iowa,20.0,Decaf Irish Cream,60.0,Small Market,19.0,Central,7,Coffee,623.0,Decaf
Iowa,18.0,Decaf Irish Cream,52.0,Small Market,15.0,Central,7,Coffee,611.0,Decaf
Iowa,18.0,Decaf Irish Cream,52.0,Small Market,15.0,Central,7,Coffee,608.0,Decaf
Iowa,17.0,Caffe Mocha,53.0,Small Market,15.0,Central,5,Espresso,798.0,Regular
Iowa,17.0,Caffe Mocha,58.0,Small Market,18.0,Central,6,Espresso,803.0,Regular
Iowa,18.0,Caffe Mocha,56.0,Small Market,16.0,Central,6,Espresso,802.0,Regular
Iowa,18.0,Caffe Mocha,58.0,Small Market,17.0,Central,6,Espresso,807.0,Regular
Iowa,16.0,Caffe Mocha,44.0,Small Market,13.0,Central,4,Espresso,772.0,Regular
Iowa,16.0,Caffe Mocha,46.0,Small Market,15.0,Central,4,Espresso,776.0,Regular
Iowa,16.0,Caffe Mocha,49.0,Small Market,17.0,Central,5,Espresso,784.0,Regular
Iowa,18.0,Caffe Mocha,60.0,Small Market,24.0,Central,6,Espresso,802.0,Regular
Iowa,18.0,Caffe Mocha,62.0,Small Market,25.0,Central,6,Espresso,807.0,Regular
Iowa,12.0,Decaf Espresso,43.0,Small Market,31.0,Central,0,Espresso,645.0,Decaf
Iowa,12.0,Decaf Espresso,43.0,Small Market,31.0,Central,0,Espresso,516.0,Decaf
Iowa,17.0,Decaf Espresso,48.0,Small Market,16.0,Central,4,Espresso,777.0,Decaf
Iowa,12.0,Decaf Espresso,46.0,Small Market,46.0,Central,0,Espresso,387.0,Decaf
Iowa,121.0,Chamomile,681.0,Small Market,362.0,Central,97,Herbal Tea,1714.0,Decaf
Iowa,113.0,Chamomile,614.0,Small Market,321.0,Central,81,Herbal Tea,1744.0,Decaf
Iowa,63.0,Lemon,312.0,Small Market,122.0,Central,40,Herbal Tea,671.0,Decaf
Iowa,66.0,Lemon,373.0,Small Market,208.0,Central,49,Herbal Tea,817.0,Decaf
Iowa,61.0,Lemon,318.0,Small Market,171.0,Central,39,Herbal Tea,801.0,Decaf
Iowa,62.0,Lemon,318.0,Small Market,169.0,Central,39,Herbal Tea,789.0,Decaf
Iowa,62.0,Lemon,332.0,Small Market,183.0,Central,40,Herbal Tea,830.0,Decaf
Iowa,91.0,Darjeeling,478.0,Small Market,148.0,Central,66,Tea,1417.0,Regular
Iowa,99.0,Darjeeling,532.0,Small Market,167.0,Central,74,Tea,1819.0,Regular
Iowa,99.0,Darjeeling,532.0,Small Market,167.0,Central,74,Tea,1797.0,Regular
Iowa,90.0,Darjeeling,509.0,Small Market,221.0,Central,66,Tea,1755.0,Regular
Iowa,125.0,Earl Grey,534.0,Small Market,169.0,Central,91,Tea,1391.0,Regular
Iowa,126.0,Earl Grey,546.0,Small Market,175.0,Central,93,Tea,1369.0,Regular
Iowa,132.0,Earl Grey,578.0,Small Market,186.0,Central,98,Tea,1423.0,Regular
Iowa,141.0,Earl Grey,632.0,Small Market,207.0,Central,107,Tea,1809.0,Regular
Iowa,125.0,Earl Grey,584.0,Small Market,262.0,Central,100,Tea,1538.0,Regular
Iowa,126.0,Earl Grey,598.0,Small Market,272.0,Central,102,Tea,1714.0,Regular
Iowa,126.0,Earl Grey,597.0,Small Market,272.0,Central,102,Tea,1834.0,Regular
Iowa,131.0,Earl Grey,626.0,Small Market,286.0,Central,107,Tea,1809.0,Regular
Iowa,129.0,Earl Grey,604.0,Small Market,272.0,Central,96,Tea,1756.0,Regular
Iowa,16.0,Amaretto,52.0,Small Market,15.0,Central,5,Coffee,846.0,Regular
Iowa,16.0,Amaretto,39.0,Small Market,8.0,Central,4,Coffee,848.0,Regular
Iowa,17.0,Amaretto,50.0,Small Market,17.0,Central,5,Coffee,821.0,Regular
Iowa,15.0,Amaretto,44.0,Small Market,15.0,Central,4,Coffee,851.0,Regular
Iowa,30.0,Columbian,70.0,Small Market,8.0,Central,9,Coffee,996.0,Regular
Iowa,34.0,Columbian,90.0,Small Market,15.0,Central,12,Coffee,1007.0,Regular
Iowa,30.0,Columbian,64.0,Small Market,5.0,Central,8,Coffee,1003.0,Regular
Iowa,30.0,Columbian,69.0,Small Market,8.0,Central,9,Coffee,1009.0,Regular
Iowa,19.0,Decaf Irish Cream,54.0,Small Market,12.0,Central,7,Coffee,617.0,Decaf
Iowa,17.0,Decaf Irish Cream,35.0,Small Market,3.0,Central,4,Coffee,600.0,Decaf
Iowa,15.0,Caffe Mocha,43.0,Small Market,11.0,Central,4,Espresso,777.0,Regular
Iowa,16.0,Caffe Mocha,43.0,Small Market,10.0,Central,4,Espresso,776.0,Regular
Iowa,16.0,Caffe Mocha,48.0,Small Market,17.0,Central,4,Espresso,777.0,Regular
Iowa,16.0,Caffe Mocha,53.0,Small Market,21.0,Central,5,Espresso,798.0,Regular
Iowa,16.0,Caffe Mocha,57.0,Small Market,25.0,Central,6,Espresso,806.0,Regular
Iowa,16.0,Decaf Espresso,43.0,Small Market,10.0,Central,4,Espresso,777.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,32.0,Central,0,Espresso,731.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,43.0,Central,0,Espresso,645.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,43.0,Central,0,Espresso,602.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,43.0,Central,0,Espresso,559.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,43.0,Central,0,Espresso,516.0,Decaf
Iowa,12.0,Decaf Espresso,46.0,Small Market,46.0,Central,0,Espresso,430.0,Decaf
Iowa,11.0,Decaf Espresso,46.0,Small Market,47.0,Central,0,Espresso,344.0,Decaf
Iowa,110.0,Chamomile,545.0,Small Market,201.0,Central,77,Herbal Tea,1282.0,Decaf
Iowa,115.0,Chamomile,587.0,Small Market,220.0,Central,83,Herbal Tea,1316.0,Decaf
Iowa,118.0,Chamomile,612.0,Small Market,231.0,Central,86,Herbal Tea,1433.0,Decaf
Iowa,110.0,Chamomile,581.0,Small Market,298.0,Central,77,Herbal Tea,1282.0,Decaf
Iowa,112.0,Chamomile,604.0,Small Market,315.0,Central,80,Herbal Tea,1260.0,Decaf
Iowa,115.0,Chamomile,626.0,Small Market,326.0,Central,83,Herbal Tea,1316.0,Decaf
Iowa,113.0,Chamomile,628.0,Small Market,333.0,Central,89,Herbal Tea,1616.0,Decaf
Iowa,53.0,Lemon,234.0,Small Market,86.0,Central,30,Herbal Tea,608.0,Decaf
Iowa,55.0,Lemon,254.0,Small Market,95.0,Central,33,Herbal Tea,596.0,Decaf
Iowa,61.0,Lemon,298.0,Small Market,115.0,Central,39,Herbal Tea,801.0,Decaf
Iowa,59.0,Lemon,309.0,Small Market,168.0,Central,40,Herbal Tea,671.0,Decaf
Iowa,67.0,Lemon,373.0,Small Market,207.0,Central,49,Herbal Tea,833.0,Decaf
Iowa,88.0,Darjeeling,457.0,Small Market,141.0,Central,63,Tea,1436.0,Regular
Iowa,90.0,Darjeeling,478.0,Small Market,149.0,Central,66,Tea,1755.0,Regular
Iowa,90.0,Darjeeling,516.0,Small Market,226.0,Central,72,Tea,1715.0,Regular
Iowa,92.0,Darjeeling,527.0,Small Market,230.0,Central,74,Tea,1819.0,Regular
Iowa,94.0,Darjeeling,531.0,Small Market,230.0,Central,69,Tea,1775.0,Regular
Iowa,83.0,Darjeeling,451.0,Small Market,191.0,Central,59,Tea,1778.0,Regular
Iowa,134.0,Earl Grey,589.0,Small Market,190.0,Central,100,Tea,1538.0,Regular
Iowa,135.0,Earl Grey,603.0,Small Market,197.0,Central,102,Tea,1714.0,Regular
Iowa,129.0,Earl Grey,567.0,Small Market,183.0,Central,96,Tea,1756.0,Regular
Iowa,126.0,Earl Grey,582.0,Small Market,260.0,Central,93,Tea,1369.0,Regular
Iowa,132.0,Earl Grey,616.0,Small Market,276.0,Central,98,Tea,1423.0,Regular
Iowa,144.0,Earl Grey,697.0,Small Market,321.0,Central,111,Tea,1838.0,Regular
Iowa,17.0,Amaretto,58.0,Small Market,18.0,Central,6,Coffee,843.0,Regular
Iowa,19.0,Amaretto,63.0,Small Market,19.0,Central,7,Coffee,851.0,Regular
Iowa,15.0,Amaretto,41.0,Small Market,10.0,Central,4,Coffee,851.0,Regular
Iowa,29.0,Columbian,62.0,Small Market,5.0,Central,8,Coffee,965.0,Regular
Iowa,29.0,Columbian,63.0,Small Market,6.0,Central,8,Coffee,958.0,Regular
Iowa,30.0,Columbian,69.0,Small Market,8.0,Central,8,Coffee,965.0,Regular
Iowa,29.0,Columbian,67.0,Small Market,9.0,Central,8,Coffee,961.0,Regular
Iowa,28.0,Columbian,69.0,Small Market,11.0,Central,9,Coffee,996.0,Regular
Iowa,30.0,Columbian,74.0,Small Market,12.0,Central,9,Coffee,1009.0,Regular
Iowa,17.0,Decaf Irish Cream,32.0,Small Market,1.0,Central,4,Coffee,602.0,Decaf
Iowa,15.0,Decaf Irish Cream,23.0,Small Market,-2.0,Central,3,Coffee,598.0,Decaf
Iowa,16.0,Decaf Irish Cream,23.0,Small Market,-3.0,Central,3,Coffee,596.0,Decaf
Iowa,19.0,Decaf Irish Cream,58.0,Small Market,18.0,Central,7,Coffee,620.0,Decaf
Iowa,19.0,Decaf Irish Cream,52.0,Small Market,13.0,Central,6,Coffee,614.0,Decaf
Iowa,16.0,Decaf Irish Cream,32.0,Small Market,1.0,Central,4,Coffee,602.0,Decaf
Iowa,15.0,Decaf Irish Cream,25.0,Small Market,-3.0,Central,3,Coffee,598.0,Decaf
Iowa,16.0,Caffe Mocha,49.0,Small Market,13.0,Central,5,Espresso,808.0,Regular
Iowa,17.0,Caffe Mocha,62.0,Small Market,27.0,Central,6,Espresso,800.0,Regular
Iowa,12.0,Decaf Espresso,43.0,Small Market,31.0,Central,0,Espresso,559.0,Decaf
Iowa,11.0,Decaf Espresso,43.0,Small Market,32.0,Central,0,Espresso,344.0,Decaf
Iowa,110.0,Chamomile,546.0,Small Market,202.0,Central,77,Herbal Tea,1310.0,Decaf
Iowa,112.0,Chamomile,567.0,Small Market,212.0,Central,80,Herbal Tea,1260.0,Decaf
Iowa,121.0,Chamomile,634.0,Small Market,241.0,Central,89,Herbal Tea,1616.0,Decaf
Iowa,113.0,Chamomile,576.0,Small Market,216.0,Central,81,Herbal Tea,1744.0,Decaf
Iowa,116.0,Chamomile,611.0,Small Market,315.0,Central,77,Herbal Tea,1310.0,Decaf
Iowa,120.0,Chamomile,672.0,Small Market,356.0,Central,96,Herbal Tea,1742.0,Decaf
Iowa,108.0,Chamomile,567.0,Small Market,291.0,Central,75,Herbal Tea,1691.0,Decaf
Iowa,62.0,Lemon,298.0,Small Market,114.0,Central,39,Herbal Tea,789.0,Decaf
Iowa,56.0,Lemon,262.0,Small Market,134.0,Central,30,Herbal Tea,608.0,Decaf
Iowa,56.0,Lemon,285.0,Small Market,151.0,Central,34,Herbal Tea,585.0,Decaf
Iowa,58.0,Lemon,296.0,Small Market,159.0,Central,36,Herbal Tea,803.0,Decaf
Iowa,97.0,Darjeeling,521.0,Small Market,164.0,Central,72,Tea,1715.0,Regular
Iowa,94.0,Darjeeling,498.0,Small Market,155.0,Central,69,Tea,1775.0,Regular
Iowa,95.0,Darjeeling,501.0,Small Market,156.0,Central,70,Tea,1820.0,Regular
Iowa,88.0,Darjeeling,487.0,Small Market,209.0,Central,63,Tea,1436.0,Regular
Iowa,95.0,Darjeeling,534.0,Small Market,232.0,Central,70,Tea,1820.0,Regular
Iowa,144.0,Earl Grey,654.0,Small Market,216.0,Central,111,Tea,1838.0,Regular
Iowa,132.0,Earl Grey,611.0,Small Market,273.0,Central,93,Tea,1419.0,Regular
Iowa,125.0,Earl Grey,569.0,Small Market,251.0,Central,91,Tea,1391.0,Regular
Iowa,147.0,Earl Grey,716.0,Small Market,331.0,Central,114,Tea,1783.0,Regular
Iowa,127.0,Earl Grey,581.0,Small Market,257.0,Central,93,Tea,1784.0,Regular
Iowa,17.0,Amaretto,45.0,Small Market,10.0,Central,5,Coffee,818.0,Regular
Iowa,17.0,Amaretto,45.0,Small Market,10.0,Central,5,Coffee,816.0,Regular
Iowa,17.0,Amaretto,49.0,Small Market,12.0,Central,5,Coffee,829.0,Regular
Iowa,17.0,Amaretto,48.0,Small Market,15.0,Central,5,Coffee,816.0,Regular
Iowa,18.0,Amaretto,60.0,Small Market,23.0,Central,7,Coffee,854.0,Regular
Iowa,16.0,Amaretto,42.0,Small Market,12.0,Central,4,Coffee,848.0,Regular
Iowa,32.0,Columbian,75.0,Small Market,9.0,Central,10,Coffee,1010.0,Regular
Iowa,28.0,Columbian,67.0,Small Market,10.0,Central,9,Coffee,976.0,Regular
Iowa,19.0,Decaf Irish Cream,54.0,Small Market,12.0,Central,7,Coffee,623.0,Decaf
Iowa,19.0,Decaf Irish Cream,54.0,Small Market,12.0,Central,7,Coffee,620.0,Decaf
Iowa,19.0,Decaf Irish Cream,52.0,Small Market,11.0,Central,7,Coffee,608.0,Decaf
Iowa,19.0,Decaf Irish Cream,54.0,Small Market,12.0,Central,7,Coffee,605.0,Decaf
Iowa,18.0,Decaf Irish Cream,54.0,Small Market,17.0,Central,7,Coffee,605.0,Decaf
Iowa,15.0,Decaf Irish Cream,26.0,Small Market,-1.0,Central,3,Coffee,594.0,Decaf
Iowa,16.0,Caffe Mocha,41.0,Small Market,9.0,Central,4,Espresso,772.0,Regular
Iowa,17.0,Caffe Mocha,58.0,Small Market,18.0,Central,6,Espresso,806.0,Regular
Iowa,17.0,Caffe Mocha,50.0,Small Market,16.0,Central,5,Espresso,774.0,Regular
Iowa,15.0,Caffe Mocha,49.0,Small Market,18.0,Central,5,Espresso,808.0,Regular
